chassis,model,mul_id,year,BV,cost,level,techBase,techRating,type,subtype,omni,engine,engineRating,source,role,armorType,structureType,armor,armorPer,structure,heat,dissipation,dissipationEfficiency,moveType,walk,maxWalk,jump,maxJump,umu,c3,dpt,firepower,firepower (no oneshots),maxRange,components,quirks,cargo,dropshipCapacity,escapePods,lifeBoats,gravDecks,sailIntegrity,kfIntegrity
Locust,C,7601,2836,672,1550200,Standard,Mixed,F/X-X-E-D,Mek,BattleMek,0, Fusion,160,RG16,Striker,Standard Armor,Standard,64,93,33,8,10,2,Biped,8,8,0,0,0,None,17,17,17,12,"1xER Small Laser:RA, 1xER Small Laser:LA, 1xMedium Pulse Laser:CT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-1E,1897,2811,553,1574200,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,160,TR:3039,Scout,Standard Armor,Standard,64,93,33,8,10,2,Biped,8,8,0,0,0,None,16,16,16,9,"1xSmall Laser:RA, 1xMedium Laser:RA, 1xSmall Laser:LA, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-1L,1898,3030,474,1848400,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,160,TR:3039,Scout,Standard Armor,Standard,64,93,33,3,10,7,Biped,8,9,0,0,0,None,9,9,9,9,"3xTriple Strength Myomer:LT, 1xMachine Gun:LA, 1xMedium Laser:CT, 1xMG Ammo:CT, 1xMachine Gun:RA, 3xTriple Strength Myomer:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-1M,1899,2571,424,1571200,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,160,TR:3039,Missile Boat,Standard Armor,Standard,16,23,33,7,10,3,Biped,8,8,0,0,0,None,11.3,15,15,21,"1xLRM 5 Ammo:CT, 1xLRM 5:LA, 1xLRM 5:RA, 1xMedium Laser:CT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-1S,1900,2567,440,1543600,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,160,TR:3039,Scout,Standard Armor,Standard,48,70,33,7,10,3,Biped,8,8,0,0,0,None,11.3,13,13,9,"1xSRM 2:LA, 1xSRM 2 Ammo:CT, 1xMedium Laser:CT, 1xSRM 2:RA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-1V,1901,2499,432,1512400,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,160,TR:3039,Scout,Standard Armor,Standard,64,93,33,3,10,7,Biped,8,8,0,0,0,None,9,9,9,9,"1xMachine Gun:LA, 1xMedium Laser:CT, 1xMG Ammo:CT, 1xMachine Gun:RA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-1V2,1902,3065,568,1571200,Standard,Inner Sphere,D/X-X-D-D,Mek,BattleMek,0, Fusion,160,TR:3085S,Scout,Standard Armor,Standard,64,93,33,15,10,-5,Biped,8,8,0,0,0,None,5,45,5,18,"2xRocket Launcher 10:RA, 2xRocket Launcher 10:LA, 1xMedium Laser:CT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-1Vb,1903,2610,642,2598400,Standard,Inner Sphere,E/E-F(F*)-E-D,Mek,BattleMek,0, XL,160,RG16,Striker,Ferro-Fibrous,Endo Steel,69,100,33,15,20,5,Biped,8,8,0,0,0,None,23,23,23,9,"1xSmall Pulse Laser:LA, 1xMedium Pulse Laser:LA, 1xSmall Pulse Laser:RA, 1xMedium Laser:CT, 1xMedium Pulse Laser:RA, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-3D,1904,3049,436,1660000,Standard,Inner Sphere,E/X-F-E-D,Mek,BattleMek,0, Fusion,160,RG16,Missile Boat,Ferro-Fibrous,Endo Steel,44,64,33,4,10,6,Biped,8,8,0,0,0,None,6.3,10,10,21,"1xLRM 5 Ammo:CT, 1xLRM 5:LA, 1xLRM 5:RA, 1xCASE:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-3M,1905,3050,522,1788400,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,160,RG16,Scout,Ferro-Fibrous,Endo Steel,53,77,33,8,10,2,Biped,8,8,0,0,0,None,19,19,19,9,"2xSmall Laser:RA, 1xAMS Ammo:LT, 1xCASE:LT, 1xMedium Laser:CT, 2xSmall Laser:LA, 1xAnti-Missile System:LA, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-3S,1906,3049,483,1700800,Standard,Inner Sphere,E/X-F-E-D,Mek,BattleMek,0, Fusion,160,RG16,Striker,Ferro-Fibrous,Endo Steel,44,64,33,7,10,3,Biped,8,8,0,0,0,None,11.3,13,13,9,"1xStreak SRM 2 Ammo:LT, 1xCASE:LT, 1xStreak SRM 2:RA, 1xMedium Laser:CT, 1xStreak SRM 2:LA, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-3V,1907,3004,490,1553800,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,160,TR:3039,Scout,Standard Armor,Standard,56,81,33,6,10,4,Biped,8,8,0,0,0,None,14,14,14,9,"1xMachine Gun:LA, 2xMedium Laser:CT, 1xMG Ammo:RT, 1xMachine Gun:RA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-5M,1908,3066,719,3318000,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,240,TR:3085S,Striker,Ferro-Fibrous,Endo Steel,69,100,33,13,10,-3,Biped,12,12,0,0,0,None,13.1,17,17,12,"2xER Small Laser:RA, 2xER Small Laser:LA, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-5M2,6947,3087,693,3328000,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,220,RS:3145-NTNU,Scout,Ferro-Fibrous,Endo Steel,53,77,33,13,20,7,Biped,11,11,0,0,0,None,17,17,17,12,"1xMedium Pulse Laser:LA, 1xMedium Pulse Laser:RA, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-5M3,6948,3088,929,2916000,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,180,RS:3145-NTNU,Scout,Ferro-Fibrous,Endo Steel,62,90,33,22,20,-2,Biped,9,9,0,0,0,None,16.4,18,18,19,"1xER Medium Laser:LA, 1xER Large Laser:CT, 1xER Medium Laser:RA, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-5S,8199,3073,509,1860400,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,160,RG16,Striker,Ferro-Fibrous,Endo Steel,44,64,33,9,20,11,Biped,8,8,0,0,0,None,13,17,17,12,"1xMML 3:LA, 1xMML 3:RA, 1xCASE:LT, 1xMML 3/SRM Ammo:LT, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-5T,1909,3070,520,2462500,Standard,Inner Sphere,E/X-X-F-F,Mek,BattleMek,0, XL,160,TR:3085,Scout,Ferro-Fibrous,Standard,69,100,33,5,10,5,Biped,8,8,0,0,0,None,13,13,13,12,"1xLight Machine Gun Array:RA, 1xLight Machine Gun Array:LA, 3xLight Machine Gun:LA, 1xLMG Ammo:RT, 3xLight Machine Gun:RA, 1xCASE:RT, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-5V,1910,3068,665,1799200,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,160,TR:3085,Striker,Ferro-Fibrous,Standard,69,100,33,16,20,4,Biped,8,8,0,0,0,None,11.3,30,10,18,"1xRocket Launcher 10:RA, 1xRocket Launcher 10:LA, 2xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-5W,1911,3076,695,3840000,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek,0, XL,180,TR:3085,Scout,Light Ferro-Fibrous,Endo Steel,67,97,33,10,20,10,Biped,9,9,0,0,0,C3i,10,10,10,15,"1xMASC:CT, 1xER Medium Laser:LA, 1xER Medium Laser:RA, 1xTAG:CT, 1xC3i:RT, 1xLight Ferro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-5W2,1912,3079,787,3480000,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,180,TR:3085,Scout,Light Ferro-Fibrous,Endo Steel,67,97,33,10,20,10,Biped,9,9,0,0,0,C3 Slave,10,10,10,15,"1xMASC:CT, 1xER Medium Laser:LA, 1xECM Suite (Guardian):RT, 1xER Medium Laser:RA, 1xC3 Slave:RT, 1xTAG:CT, 1xLight Ferro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-6M,1913,3071,956,4277500,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,280,TR:3085,Striker,Ferro-Fibrous,Endo Steel,69,100,33,12,20,8,Biped,14,14,0,0,0,None,13,13,13,12,"1xER Small Laser:HD, 1xER Medium Laser:LA, 1xER Medium Laser:RA, 1xMASC:HD, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-7S,8200,3128,706,3408600,Standard,Mixed,F/X-X-E-E,Mek,BattleMek,0, XL,240,RG16,Scout,Ferro-Fibrous,Endo Steel,69,100,33,5,20,15,Biped,12,12,0,0,0,None,11,11,11,15,"1xMG Ammo:LT, 1xMachine Gun:LA, 1xCASE:LT, 1xMachine Gun:RA, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-7V,8201,3102,585,2466600,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Light,200,RG16,Scout,Heavy Ferro-Fibrous,Endo Steel,69,100,33,8,20,12,Biped,10,10,0,0,0,None,10,10,10,9,"1xMagshot Ammo:CT, 1xMagshot:LA, 1xMagshot:RA, 1xMedium X-Pulse Laser:CT, 1xHeavy Ferro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Light Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust,LCT-7V2,8202,3112,634,2520000,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Light,200,RG16,Sniper,Heavy Ferro-Fibrous,Endo Steel,69,100,33,9,20,11,Biped,10,10,0,0,0,None,11,11,11,18,"1xER Small Laser:RA, 1xER Small Laser:LA, 1xLight PPC:CT, 1xHeavy Ferro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Light Engine:Engine","Compact Mech, Narrow/Low Profile, Ubiquitous (Inner Sphere), Ubiquitous (Clans), Cramped Cockpit, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,,1914,2832,1100,2044792,Standard,Clan,F/X-E-D-D,Mek,BattleMek,0, Fusion,200,RG16,Striker,Ferro-Fibrous,Endo Steel,76,85,43,20,20,0,Biped,8,8,0,0,0,None,47,47,47,12,"4xER Small Laser:RA, 4xER Small Laser:LA, 1xMedium Pulse Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,2,1915,2837,937,2162292,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, Fusion,200,RG16,Striker,Ferro-Fibrous,Endo Steel,76,85,43,13,20,7,Biped,8,8,0,0,0,None,19.6,23,23,15,"1xCASE:RA, 2xStreak SRM 2:RA, 2xStreak SRM 2:LA, 1xStreak SRM 2 Ammo:RA, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,3,1916,2853,980,2147292,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, Fusion,200,RG16,Striker,Ferro-Fibrous,Endo Steel,76,85,43,16,20,4,Biped,8,8,0,0,0,None,16,16,16,25,"1xSmall Pulse Laser:LA, 1xER Large Laser:CT, 1xSmall Pulse Laser:RA, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,4,1917,3064,795,2122292,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, Fusion,200,TR:3085S,Scout,Ferro-Fibrous,Endo Steel,76,85,43,23,24,1,Biped,8,8,0,0,0,None,43,43,43,15,"3xHeavy Small Laser:LA, 3xHeavy Small Laser:RA, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,5,1918,3060,878,2394792,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, Fusion,200,TR:3085,Striker,Ferro-Fibrous,Endo Steel,76,85,43,9,20,11,Biped,8,8,0,0,0,None,11,13,13,15,"1xCASE:RA, 1xATM 3 Ammo:LA, 1xATM 3:RA, 1xATM 3 Ammo:RA, 1xCASE:LA, 1xATM 3:LA, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,6,1919,3075,776,2092917,Standard,Clan,F/X-X-F-F,Mek,BattleMek,0, Fusion,200,TR:3085,Scout,Ferro-Fibrous,Endo Steel,86,97,43,5,20,15,Biped,8,8,0,0,0,None,31,31,31,15,"1xHeavy Machine Gun Array:LA, 3xHeavy Machine Gun:LA, 3xHeavy Machine Gun:RA, 1xHMG Ammo:RT, 1xHeavy Machine Gun Array:RA, 1xER Medium Laser:CT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,7,1920,3076,980,2159792,Standard,Clan,F/X-X-E-D,Mek,BattleMek,0, Fusion,200,TR:3085,Striker,Ferro-Fibrous,Endo Steel,76,85,43,11,20,9,Biped,8,8,0,0,0,None,27.5,25,25,15,"1xCASE:RA, 3xAP Gauss Rifle:LA, 1xTargeting Computer:HD, 1xAP Gauss Ammo:LT, 1xCASE:LA, 3xAP Gauss Rifle:RA, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,8,1921,3084,1119,4565625,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, XL,300,TR:3085,Scout,Ferro-Fibrous,Endo Steel,76,85,43,12,20,8,Biped,12,12,0,0,0,None,10,10,10,25,"1xER Large Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,9,1922,3085,1133,17978333,Advanced,Mixed,F/X-X-F-E,Mek,BattleMek,0, XXL,350,TR:3085,Striker,Heavy Ferro-Fibrous,Endo Steel,89,100,43,19,22,3,Biped,14,14,0,0,0,None,23,23,23,9,"1xCASE:RA, 1xImp. Heavy Medium Laser:RA, 1xLaser AMS:HD, 1xImp. Heavy Medium Laser:LA, 1xCASE:LA, 1xHeavy Ferro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XXL Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Locust IIC,10,8203,3148,1248,2157292,Advanced,Clan,F/X-X-X-E,Mek,BattleMek,0, Fusion,200,RG16,Striker,Reflective,Endo Steel,80,90,43,21,20,-1,Biped,8,8,0,0,0,None,44.8,47,47,15,"4xER Small Laser:RA, 4xER Small Laser:LA, 1xER Medium Laser:CT, 1xReflective Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Narrow/Low Profile, No/Minimal Arms, Weak Legs",,,,,,,
Loki (Hellbringer),Prime,1929,2926,2654,19074687,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,TR:CI,Striker,Standard Armor,Standard,128,61,104,50,26,-24,Biped,5,5,0,0,0,None,36.5,69,69,23,"1xER PPC:LA, 1xStreak SRM 6:RT, 3xER Medium Laser:LT, 1xStreak SRM 6 Ammo:RT, 1xMG Ammo:RT, 1xAMS Ammo:CT, 1xTargeting Computer:LT, 1xCASE:RT, 2xMachine Gun:RT, 2xA-Pod:RL, 2xA-Pod:LL, 1xAnti-Missile System:HD, 1xER PPC:RA, 1xActive Probe:LT, 1xECM Suite:LT, 1xCASE:CT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),A,1923,2926,1948,18779234,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,TR:CI,Striker,Standard Armor,Standard,128,61,104,37,26,-11,Biped,5,5,0,0,0,None,36.4,62,62,25,"1xCASE:RA, 1xUltra AC/5 Ammo:RA, 1xNarc:LT, 1xUltra AC/5:RA, 1xCASE:LT, 2xER Large Laser:LA, 1xLRM 20:RT, 1xCASE:RT, 2xMachine Gun:RT, 1xLRM 20 Narc Ammo:RT, 1xActive Probe:LT, 1xER Medium Laser:HD, 1xMG Ammo:CT, 1xCASE:CT, 1xNarc Ammo:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),B,1924,2926,1592,18137797,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,TR:CI,Striker,Standard Armor,Standard,128,61,104,12,26,14,Biped,5,5,0,0,0,None,41,49,49,24,"1xCASE:RA, 1xGauss Rifle:RA, 1xER Small Laser:LT, 1xLB 5-X Ammo:LA, 2xSRM 6 Artemis Ammo:RT, 1xCASE:LA, 1xLB 5-X AC:LA, 1xGauss Ammo:RA, 2xArtemis IV FCS:RT, 2xSRM 6:RT, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),C,1925,3054,2076,18890919,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,TR:CI,Striker,Standard Armor,Standard,128,61,104,36,26,-10,Biped,5,5,0,0,0,None,41.9,60,60,25,"1xCASE:RA, 2xER Medium Laser:LT, 1xATM 6:RA, 1xCASE:LT, 1xER Large Laser:LA, 1xLB 20-X AC:RT, 1xATM 6 ER Ammo:RA, 2xLB 20-X Ammo:LT, 1xCASE:RT, 1xATM 6 Ammo:RA, 1xLB 20-X Cluster Ammo:RT, 2xER Small Laser:LA, 1xATM 6 HE Ammo:RA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),D,1926,3069,2140,19294344,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,TR:CI,Striker,Standard Armor,Standard,128,61,104,45,26,-19,Biped,5,5,0,0,0,None,18.1,35,31,18,"2xMedium Pulse Laser:RT, 2xPlasma Cannon Ammo:RA, 1xCASE:LL, 2xPlasma Cannon:RA, 2xAnti-BattleArmor Pods (B-Pods):RL, 2xMedium Pulse Laser:LT, 1xCASE:RL, 2xPlasma Cannon:LA, 1xMicro Pulse Laser:HD, 2xPlasma Cannon Ammo:LA, 2xAnti-BattleArmor Pods (B-Pods):LL, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),E,1927,3069,2304,18570922,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,TR:CI,Sniper,Standard Armor,Standard,128,61,104,32,26,-6,Biped,5,5,5,5,0,None,31.7,50,50,25,"2xER Large Laser:RA, 1xHAG/20:LA, 2xHAG/20 Ammo:LA, 1xCASE:LA, 1xLRM 10:RT, 1xLRM 10 Ammo:RT, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),F,5489,3054,1839,18551844,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,TR:CI,Striker,Standard Armor,Standard,128,61,104,28,26,-2,Biped,5,5,0,0,0,None,52,60,60,18,"1xCASE:RA, 1xER Medium Laser:LT, 1xLB 10-X Ammo:LA, 1xER Medium Laser:RA, 1xSRM 6 Ammo:RT, 1xCASE:RT, 1xLB 10-X AC:LA, 1xER Medium Laser:LA, 1xLB 10-X AC:RA, 1xCASE:LA, 1xER Medium Laser:RT, 1xLB 10-X Cluster Ammo:RA, 1xSRM 6:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),G,6879,3112,1943,18327547,Standard,Mixed,F/X-X-F-E,Mek,BattleMek Omni,1, XL,325,RS:3145-NTNU,Skirmisher,Standard Armor,Standard,128,61,104,26,26,0,Biped,5,5,0,0,0,None,53,53,53,19,"1xImp. Heavy Large Laser:LA, 3xER Small Laser:RA, 1xiHeavy Gauss Ammo:CT, 1xCASE:LA, 2xiHeavy Gauss Ammo:LT, 1xImp. Heavy Gauss Rifle:CT/RT, 1xCASE:CT, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),H,1928,3059,1952,18504406,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,TR:CI,Sniper,Standard Armor,Standard,128,61,104,52,26,-26,Biped,5,5,0,0,0,None,35.8,80,80,23,"1xUltra AC/5:RT, 1xLRM 15:LT, 2xUltra AC/5 Ammo:RT, 1xA-Pod:RL, 4xHeavy Small Laser:LT, 1xA-Pod:LL, 1xCASE:LT, 1xER PPC:RA, 1xActive Probe:LT, 2xLRM 15 Ammo:LT, 1xHeavy Large Laser:LA, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),J,7442,3058,2415,19255156,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,RG01,Scout,Standard Armor,Standard,128,61,104,41,26,-15,Biped,5,5,5,5,0,None,36.4,63,63,23,"1xER PPC:LA, 1xCASE:RA, 1xUltra AC/5 Ammo:RA, 2xER Medium Laser:LT, 1xUltra AC/5:RA, 1xAMS Ammo:CT, 1xCASE:RT, 1xStreak SRM 4 Ammo:RT, 1xAnti-Missile System:HD, 1xActive Probe:LT, 1xStreak SRM 4:RT, 2xER Medium Laser:RT, 1xCASE:CT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
